|                ra|                  dec|
|            double|               double|
|                  |                     |
|              null|                 null|
            40.6696             -0.013286 
         195.353611              29.31092 
         198.776395            -55.156326 
          201.43345             -29.83344 
         253.245295              2.400926 
         253.245295              2.400926 
          307.14614             25.733362 
         327.081366            -34.951248 
         351.986263              8.778966 
          260.84146              -0.28354 
          136.05292             -36.45042 
           198.7764             -55.15633 
          220.24589             -37.07552 
           80.25582             -25.36256 
          164.82556              24.54293 
          299.14746               11.3175 
          348.94484             -59.05436 
          253.24529               2.40093 
          259.14924              -10.3445 
          270.13285               -4.0147 
          201.84954             -57.48962 
          323.11593              10.13868 
          151.00869              -6.47488 
          279.60713              -57.4903 
          201.43345             -29.83344 
          207.73719             -49.05527 
          334.03804             -36.84373 
           63.09413               5.54721 
          109.15694             -62.34346 
          316.04636             -43.59302 
          178.29881             -39.13026 
          221.28772             -20.87036 
 260.84166666666664   -0.2836111111111111 
  219.4083333333333   -15.006666666666666 
 183.44166666666666    2.8115277777777776 
 198.77499999999998   -55.156388888888884 
 136.05416666666665    -36.45027777777778 
 233.73749999999995    23.502916666666668 
  220.2458333333333    -37.07555555555556 
 342.95416666666665   -17.873333333333335 
  68.49999999999999    -8.579166666666666 
 345.81666666666666     8.873694444444444 
 156.96249999999998    -43.90472222222222 
             259.15    -10.34388888888889 
  270.1333333333333                -4.015 
  327.0833333333333    -34.95138888888889 
 201.84999999999997   -57.489444444444445 
 151.00833333333333    -6.474722222222223 
  279.6083333333333    -57.49055555555556 
 228.30416666666665     7.225555555555555 
  201.4333333333333    -29.83361111111111 
 207.73749999999998    -49.05555555555555 
 334.03749999999997    -36.84388888888889 
  63.09583333333333     5.546972222222222 
  316.0458333333333              -43.5925 
 186.72916666666666   -0.8775000000000001 
 109.15833333333332    -62.34388888888889 
 221.28749999999997   -20.870555555555555 
 178.29999999999998    -39.13027777777778 
 40.670833333333334 -0.013333333333333334 
  76.92499999999998    -37.51305555555555 
 184.70833333333331    14.416500000000001 
 185.47916666666663     4.473583333333333 
 25.758333333333333    13.645694444444445 
 188.53749999999997    2.6538055555555555 
 170.06249999999997    12.991277777777777 
 23.574999999999996    -29.41861111111111 
 191.28749999999997  -0.46194444444444444 
